BMW,218i Coupe M Sport,BMW 218i Coupe M Sport,"P 3,590,000 (AT)"
Hyundai,Tucson 2.0 CRDi GLS+,Hyundai Tucson 2.0 CRDi GLS+,"P 1,840,000 (AT)"
Isuzu,D-MAX RZ4E Single Cab & Chassis,Isuzu D-MAX RZ4E Single Cab & Chassis,"P 917,000 (MT)"
Isuzu,D-MAX RZ4E 4x2 LT,Isuzu D-MAX RZ4E 4x2 LT,"P 1,037,000 (MT)"
Isuzu,D-MAX 3.0 4x4 Single Cab,Isuzu D-MAX 3.0 4x4 Single Cab,"P 1,158,000 (MT)"
Isuzu,D-MAX 3.0 4x4 LT,Isuzu D-MAX 3.0 4x4 LT,"P 1,299,000 (MT)"
Isuzu,D-MAX 3.0 4x2 LS-A,Isuzu D-MAX 3.0 4x2 LS-A,"P 1,390,000 (MT)"
Isuzu,D-MAX 3.0 4x2 LS-A,Isuzu D-MAX 3.0 4x2 LS-A,"P 1,460,000 (AT)"
Isuzu,D-MAX 3.0 4x4 LS,Isuzu D-MAX 3.0 4x4 LS,"P 1,700,000 (MT)"
Isuzu,D-MAX 3.0 4x4 LS-E,Isuzu D-MAX 3.0 4x4 LS-E,"P 1,905,000 (AT)"
Isuzu,mu-X RZ4E LS 4x2,Isuzu mu-X RZ4E LS 4x2,"P 1,650,000 (AT)"
Isuzu,mu-X RZ4E LS-A 4x2,Isuzu mu-X RZ4E LS-A 4x2,"P 1,815,000 (MT)"
Isuzu,mu-X 3.0 LS-A 4x2,Isuzu mu-X 3.0 LS-A 4x2,"P 1,945,000 (AT)"
Isuzu,mu-X 3.0 LS-E 4x2,Isuzu mu-X 3.0 LS-E 4x2,"P 2,155,000 (AT)"
Isuzu,mu-X 3.0 LS-E 4x4,Isuzu mu-X 3.0 LS-E 4x4,"P 2,505,000 (AT)"
Isuzu,Traviz S Cab & Chassis,Isuzu Traviz S Cab & Chassis,"P 962,000 (MT)"
Isuzu,Traviz L Cab & Chassis,Isuzu Traviz L Cab & Chassis,"P 1,022,000 (MT)"
JAC,S2 1.5,JAC S2 1.5,"P 948,000 (AT)"
JAC,S4 Intelligent,JAC S4 Intelligent,"P 1,088,000 (AT)"
JAC,S4 Ultimate,JAC S4 Ultimate,"P 1,178,000 (AT)"
JAC,T8 2.0 CRDi 4x2 Luxury,JAC T8 2.0 CRDi 4x2 Luxury,"P 1,238,000 (MT)"
JAC,T8 2.0 CRDi 4x2 Ultimate,JAC T8 2.0 CRDi 4x2 Ultimate,"P 1,308,000 (MT)"
JAC,T8 2.0 CRDi 4x2 Pro,JAC T8 2.0 CRDi 4x2 Pro,"P 1,393,000 (MT)"
JAC,X200 Cab & Chassis,JAC X200 Cab & Chassis,"P 895,000 (MT)"
JAC,X200 Passenger Van,JAC X200 Passenger Van,"P 1,208,000 (MT)"
Jaguar,Jaguar F-Type Coupe P300 Black Pack,Jaguar Jaguar F-Type Coupe P300 Black Pack,"P 6,590,000 (AT)"
Jaguar,Jaguar I-PACE S EV400,Jaguar Jaguar I-PACE S EV400,"P 7,990,000 (AT)"
Jeep,Gladiator Overland 3.6 V6 4x4,Jeep Gladiator Overland 3.6 V6 4x4,"P 4,890,000 (AT)"
Jeep,Gladiator Rubicon 3.6 V6 4x4,Jeep Gladiator Rubicon 3.6 V6 4x4,"P 5,690,000 (AT)"
Jeep,Grand Cherokee L 3.6 V6 4x4,Jeep Grand Cherokee L 3.6 V6 4x4,"P 5,490,000 (AT)"
Jeep,Wrangler Rubicon 2.0 Turbo 4x4,Jeep Wrangler Rubicon 2.0 Turbo 4x4,"P 5.490,000 (AT)"
Jeep,Wrangler Unlimited Sahara 2.0 Turbo 4x4,Jeep Wrangler Unlimited Sahara 2.0 Turbo 4x4,"P 5,290,000 (AT)"
Jeep,Wrangler Unlimited Rubicon 2.0 Turbo 4x4,Jeep Wrangler Unlimited Rubicon 2.0 Turbo 4x4,"P 5,690,000 (AT)"
Jetour,Dashing,Jetour Dashing,"P 1,329,000 (AT)"
Jetour,Ice Cream EV,Jetour Ice Cream EV,"P 699,000 (AT)"
Jetour,X70 Journey,Jetour X70 Journey,"P 1,099,000 (AT)"
Jetour,X70 Travel,Jetour X70 Travel,"P 1,259,000 (AT)"
Jetour,X70 Sport,Jetour X70 Sport,"P 1,299,000 (AT)"
Jetour,X70 Plus,Jetour X70 Plus,"P 1,499,000 (AT)"
JMC,JMK6 Dump Truck,JMC JMK6 Dump Truck,"P 1,310,000 (MT)"
JMC,N700 Dropside,JMC N700 Dropside,"P 1,165,000 (MT)"
JMC,N700 Aluminum Van,JMC N700 Aluminum Van,"P 1,220,000 (MT)"
JMC,N700 Refrigerated Van,JMC N700 Refrigerated Van,"P 1,630,000 (MT)"
JMC,N720 Dropside,JMC N720 Dropside,"P 1,260,000 (MT)"
JMC,N720 Aluminum Van,JMC N720 Aluminum Van,"P 1,340,000 (MT)"
JMC,N720 Refrigerated Van,JMC N720 Refrigerated Van,"P 1,820,000 (MT)"
JMC,N820 Dropside,JMC N820 Dropside,"P 1,535,000 (MT)"
JMC,N820 Aluminum Van,JMC N820 Aluminum Van,"P 1,600,000 (MT)"
JMC,N920 Refrigerated Van,JMC N920 Refrigerated Van,"P 2,390,000 (MT)"
Kaicene,CX70 1.5T,Kaicene CX70 1.5T,"P 879,000 (AT)"
Kaicene,Honor S Cargo,Kaicene Honor S Cargo,"P 515,000 (MT)"
Kaicene,Honor S,Kaicene Honor S,"P 655,000 (MT)"
Kaicene,Star Truck,Kaicene Star Truck,"P 488,000 (MT)"
Kaicene,Star Truck Express,Kaicene Star Truck Express,"P 535,000 (MT)"
Kaicene,X5 Dropside,Kaicene X5 Dropside,"P 688,000 (MT)"
Kaicene,X5 Macho Mover,Kaicene X5 Macho Mover,"P 878,000 (MT)"
Kia,Carnival EX 7-Seater,Kia Carnival EX 7-Seater,"P 2,640,000 (AT)"
Kia,Carnival SX 7-Seater,Kia Carnival SX 7-Seater,"P 3,088,000 (AT)"
Kia,K2500 4x2 Single Cab C&C,Kia K2500 4x2 Single Cab C&C,"P 1,020,000 (MT)"
Kia,K2500 4x4 Single Cab C&C,Kia K2500 4x4 Single Cab C&C,"P 1,110,000 (MT)"
Kia,K2500 4x4 Double Cab Dropside,Kia K2500 4x4 Double Cab Dropside,"P 1,210,000 (MT)"
Kia,EV6,Kia EV6,"P 3,788,000 (AT)"
Kia,Forte 1.6 LX,Kia Forte 1.6 LX,"P 1,095,000 (MT)"
Kia,Forte 1.6 EX,Kia Forte 1.6 EX,"P 1,195,000 (AT)"
Kia,Forte 1.6 Turbo GT,Kia Forte 1.6 Turbo GT,"P 1,650,000 (AT)"
Kia,Picanto 1.2 EX,Kia Picanto 1.2 EX,"P 700,000 (MT)"
Kia,Seltos 2.0 EX,Kia Seltos 2.0 EX,"P 1,208,000 (AT)"
Kia,Seltos 2.0 SX,Kia Seltos 2.0 SX,"P 1,560,000 (AT)"
Kia,Seltos 2.0 SX 2-Tone,Kia Seltos 2.0 SX 2-Tone,"P 1,580,000 (AT)"
Kia,Sorento 2.2 EX 4x2,Kia Sorento 2.2 EX 4x2,"P 2,448,000 (AT)"
Kia,Sorento 2.2 SX 4x2,Kia Sorento 2.2 SX 4x2,"P 2,638,000 (AT)"
Kia,Soluto 1.4 LX,Kia Soluto 1.4 LX,"P 780,000 (MT)"
Kia,Soluto 1.4 LX,Kia Soluto 1.4 LX,"P 825,000 (AT)"
Kia,Soluto 1.4 LX w/ Alloy Wheel,Kia Soluto 1.4 LX w/ Alloy Wheel,"P 835,000 (AT)"
Kia,Soluto 1.4 EX,Kia Soluto 1.4 EX,"P 865,000 (AT)"
Kia,Sportage 2.0 Diesel GT Line 4x2,Kia Sportage 2.0 Diesel GT Line 4x2,"P 1,820,000 (AT)"
Kia,Stinger 3.3 GT,Kia Stinger 3.3 GT,"P 3,235,000 (AT)"
Kia,Stonic 1.4 LX,Kia Stonic 1.4 LX,"P 835,000 (MT)"
Kia,Stonic 1.4 LX,Kia Stonic 1.4 LX,"P 900,000 (AT)"
Kia,Stonic 1.4 Style Edition,Kia Stonic 1.4 Style Edition,"P 940,000 (AT)"
Kia,Stonic 1.4 EX,Kia Stonic 1.4 EX,"P 990,000 (AT)"
Lexus,ES 300h,Lexus ES 300h,"P 3,838,000 (AT)"
Lexus,ES 300h Luxury,Lexus ES 300h Luxury,"P 4,218,000 (AT)"
Lexus,ES 350 Premier,Lexus ES 350 Premier,"P 4,828,000 (AT)"
Lexus,GX 460,Lexus GX 460,"P 5,968,000 (AT)"
Lexus,IS 300h Executive,Lexus IS 300h Executive,"P 3,038,000 (AT)"
Lexus,IS 300h Premier,Lexus IS 300h Premier,"P 3,398,000 (AT)"
Lexus,IS 350 F Sport,Lexus IS 350 F Sport,"P 4,178,000 (AT)"
Lexus,LC 500,Lexus LC 500,"P 10,408,000 (AT)"
Lexus,LC 500 Convertible,Lexus LC 500 Convertible,"P 11,618,000 (AT)"
Lexus,LM 350 7-Seater,Lexus LM 350 7-Seater,"P 5,628,000 (AT)"
Lexus,LM 350 4-Seater,Lexus LM 350 4-Seater,"P 9,648,000 (AT)"
Lexus,LS 500 5-Seater,Lexus LS 500 5-Seater,"P 5,958,000 (AT)"
Lexus,LS 500 Premier 5-Seater,Lexus LS 500 Premier 5-Seater,"P 10,178,000 (AT)"
Lexus,LS 500h Premier 5-Seater,Lexus LS 500h Premier 5-Seater,"P 9,618,000 (AT)"
Lexus,LS 500h Premier 4-Seater,Lexus LS 500h Premier 4-Seater,"P 11,868,000 (AT)"
Lexus,LX 600,Lexus LX 600,"P 10,468,000 (AT)"
Lexus,LX 600 F Sport,Lexus LX 600 F Sport,"P 10,738,000 (AT)"
Lexus,NX 350h,Lexus NX 350h,"P 3,438,000 (AT)"
Lexus,NX 350h Premier,Lexus NX 350h Premier,"P 4,628,000 (AT)"
Lexus,NX 350 F Sport,Lexus NX 350 F Sport,"P 4,668,000 (AT)"
Lexus,RC 350,Lexus RC 350,"P 4,108,000 (AT)"
Lexus,RC F,Lexus RC F,"P 5,968,000 (AT)"
Lexus,RX 350h Executive,Lexus RX 350h Executive,"P 5,058,000 (AT)"
Lexus,RX 350h Premier,Lexus RX 350h Premier,"P 6,188,000 (AT)"
Lexus,RX 500 F Sport,Lexus RX 500 F Sport,"P 6,668,000 (AT)"
Lexus,RZ 450e,Lexus RZ 450e,"P 4,828,000 (AT)"
Lexus,UX 250h Premier,Lexus UX 250h Premier,"P 3,058,000 (AT)"
Lexus,UX 250h F Sport,Lexus UX 250h F Sport,"P 3,798,000 (AT)"
Land Rover,Land Rover Defender 90 S P 300,Land Rover Land Rover Defender 90 S P 300,"P 6,190,000 (AT)"
Land Rover,Land Rover Defender 90 S P300 Urban,Land Rover Land Rover Defender 90 S P300 Urban,"P 6,330,000 (AT)"
Land Rover,Land Rover Defender 90 S P300 Country,Land Rover Land Rover Defender 90 S P300 Country,"P 6,420,000 (AT)"
Land Rover,Land Rover Defender 90 S P300 Adventure,Land Rover Land Rover Defender 90 S P300 Adventure,"P 6,440,000 (AT)"
Land Rover,Land Rover Defender 90 S P300 Explorer,Land Rover Land Rover Defender 90 S P300 Explorer,"P 6,660,000 (AT)"
Land Rover,Land Rover Defender 110 S P300,Land Rover Land Rover Defender 110 S P300,"P 6,190,000 (AT)"
Land Rover,Land Rover Defender 110 S P300 Adventure Plus,Land Rover Land Rover Defender 110 S P300 Adventure Plus,"P 6,750,000 (AT)"
Land Rover,Land Rover Defender 110 S P300 Explorer Plus,Land Rover Land Rover Defender 110 S P300 Explorer Plus,"P 6,990,000 (AT)"
Land Rover,Land Rover Defender 110 SE P400e,Land Rover Land Rover Defender 110 SE P400e,"P 9,990,000 (AT)"
Land Rover,Land Rover Defender 110 SE P400e Dynamic,Land Rover Land Rover Defender 110 SE P400e Dynamic,"P 10,290,000 (AT)"
Land Rover,Land Rover Defender 130 S D300,Land Rover Land Rover Defender 130 S D300,"P 11,890,000 (AT)"
Land Rover,Land Rover Defender 130 S D300 Bespoke,Land Rover Land Rover Defender 130 S D300 Bespoke,"P 12,190,000 (AT)"
Land Rover,Land Rover Discovery Sport S D165,Land Rover Land Rover Discovery Sport S D165,"P 4,890,000 (AT)"
Land Rover,Land Rover Discovery Sport S D165 Premium,Land Rover Land Rover Discovery Sport S D165 Premium,"P 5,290,000 (AT)"
Land Rover,Land Rover Discovery P300,Land Rover Land Rover Discovery P300,"P 6,190,000 (AT)"
Land Rover,Land Rover Discovery P300 w/Black Pack,Land Rover Land Rover Discovery P300 w/Black Pack,"P 6,690,000 (AT)"
Land Rover,Range Rover Evoque R-Dynamic S D 165,Land Rover Range Rover Evoque R-Dynamic S D 165,"P 5,890,000 (AT)"
Land Rover,Range Rover Sport Dynamic SE P400e,Land Rover Range Rover Sport Dynamic SE P400e,"P 13,490,000 (AT)"
Land Rover,Range Rover Sport SE D300,Land Rover Range Rover Sport SE D300,"P 13,990,000 (AT)"
Land Rover,Range Rover Sport Dynamic SE D300 w/ Black Pack,Land Rover Range Rover Sport Dynamic SE D300 w/ Black Pack,"P 14,790,000 (AT)"
Land Rover,Range Rover SE D300,Land Rover Range Rover SE D300,"P 16,990,000 (AT)"
Land Rover,Range Rover HSE D350,Land Rover Range Rover HSE D350,"P 19,290,000 (AT)"
Land Rover,Range Rover LWB Autobiography D350,Land Rover Range Rover LWB Autobiography D350,"P 24,090,000 (AT)"
Land Rover,Range Rover LWB Autobiography P530,Land Rover Range Rover LWB Autobiography P530,"P 24,890,000 (AT)"
Maxus,D60 1.5T Pro,Maxus D60 1.5T Pro,"P 1,240,000 (AT)"
Maxus,D60 1.5T Elite,Maxus D60 1.5T Elite,"P 1,338,000 (AT)"
Maxus,D90 4x2 Premium,Maxus D90 4x2 Premium,"P 1,918,000 (AT)"
Maxus,D90 4x4 Premium,Maxus D90 4x4 Premium,"P 2,268,000 (AT)"
Maxus,G10,Maxus G10,"P 1,890,000 (AT)"
Maxus,G10 Assist,Maxus G10 Assist,"P 2,289,800 (AT)"
Maxus,G50 1.3T Comfort,Maxus G50 1.3T Comfort,"P 948,000 (MT)"
Maxus,G50 1.5T Pro,Maxus G50 1.5T Pro,"P 1,179,000 (AT)"
Maxus,G50 1.5T Elite,Maxus G50 1.5T Elite,"P 1,259,000 (AT)"
Maxus,G50 1.5T Premium,Maxus G50 1.5T Premium,"P 1,388,000 (AT)"
Maxus,T60 4x2 Pro,Maxus T60 4x2 Pro,"P 998,000 (MT)"
Maxus,T60 4x2 Pro,Maxus T60 4x2 Pro,"P 1,078,000 (AT)"
Maxus,T60 4x4 Elite,Maxus T60 4x4 Elite,"P 1,328,000 (AT)"
Maxus,V80 Flex,Maxus V80 Flex,"P 1,190,000 (MT)"
Maxus,V80 Transport 15-Seater,Maxus V80 Transport 15-Seater,"P 1,278,000 (MT)"
Maxus,V80 Transport 18-Seater,Maxus V80 Transport 18-Seater,"P 1,288,000 (MT)"
Maxus,V80 Comfort 13-Seater,Maxus V80 Comfort 13-Seater,"P 1,670,000 (MT)"
Mazda,2 1.5 Premium,Mazda 2 1.5 Premium,"P 1,220,000 (AT)"
Mazda,3 2.0 Sport Sedan,Mazda 3 2.0 Sport Sedan,"P 1,495,000 (AT)"
Mazda,3 2.0 Sport Fastback,Mazda 3 2.0 Sport Fastback,"P 1,495,000 (AT)"
Mazda,3 2.0 M Hybrid Sedan,Mazda 3 2.0 M Hybrid Sedan,"P 1,695,000 (AT)"
Mazda,3 2.0 M Hybrid Fastback,Mazda 3 2.0 M Hybrid Fastback,"P 1,695,000 (AT)"
Mazda,6 2.5 Sports Wagon,Mazda 6 2.5 Sports Wagon,"P 2,100,000 (AT)"
Mazda,BT-50 3.0 4x2,Mazda BT-50 3.0 4x2,"P 1,390,000 (MT)"
Mazda,BT-50 3.0 4x2,Mazda BT-50 3.0 4x2,"P 1,430,000 (AT)"
Mazda,BT-50 3.0 4x2 Black Edition,Mazda BT-50 3.0 4x2 Black Edition,"P 1,430,000 (AT)"
Mazda,BT-50 3.0 4x4,Mazda BT-50 3.0 4x4,"P 1,790,000 (AT)"
Mazda,BT-50 3.0 4x4 Pangolin Edition 2,Mazda BT-50 3.0 4x4 Pangolin Edition 2,"P 1,858,000 (AT)"
Mazda,CX-3 2.0 Sport,Mazda CX-3 2.0 Sport,"P 1,510,000 (AT)"
Mazda,CX-30 2.0 Sport,Mazda CX-30 2.0 Sport,"P 1,790,000 (AT)"
Mazda,CX-30 2.0 M Hybrid,Mazda CX-30 2.0 M Hybrid,"P 1,990,000 (AT)"
Mazda,CX-5 2.0 Sport,Mazda CX-5 2.0 Sport,"P 1,890,000 (AT)"
Mazda,CX-5 2.5 AWD Sport,Mazda CX-5 2.5 AWD Sport,"P 1,990,000 (AT)"
Mazda,CX-5 2.5 AWD Turbo,Mazda CX-5 2.5 AWD Turbo,"P 2,430,000 (AT)"
Mazda,CX-60 3.3 HEV Turbo AWD,Mazda CX-60 3.3 HEV Turbo AWD,"P 2,790,000 (AT)"
Mazda,CX-60 3.3 HEV Turbo-D Sport AWD,Mazda CX-60 3.3 HEV Turbo-D Sport AWD,"P 2,890,000 (AT)"
Mazda,CX-8 Signature 2WD 7-Seater,Mazda CX-8 Signature 2WD 7-Seater,"P 2,350,000 (AT)"
Mazda,CX-8 Exclusive AWD 6-Seater,Mazda CX-8 Exclusive AWD 6-Seater,"P 2,490,000 (AT)"
Mazda,CX-9 Turbo Black Edition,Mazda CX-9 Turbo Black Edition,"P 2,790,000 (AT)"
Mazda,CX-9 AWD Turbo Exclusive,Mazda CX-9 AWD Turbo Exclusive,"P 2,990,000 (AT)"
Mazda,MX-5 Black Top / Black Fabric Interior,Mazda MX-5 Black Top / Black Fabric Interior,"P 2,050,000 (MT)"
Mazda,MX-5 Black Top / Black Leather Interior,Mazda MX-5 Black Top / Black Leather Interior,"P 2,200,000 (MT)"
Mazda,MX-5 Black Top / Black Leather Interior,Mazda MX-5 Black Top / Black Leather Interior,"P 2,250,000 (AT)"
Mazda,MX-5 MCP 25th Anniversary Edition,Mazda MX-5 MCP 25th Anniversary Edition,"P 2,280,000 (MT)"
Mazda,MX-5 MCP 25th Anniversary Edition,Mazda MX-5 MCP 25th Anniversary Edition,"P 2,330,000 (AT)"
Mazda,MX-5 Brown Top / Terracotta Nappa Interior,Mazda MX-5 Brown Top / Terracotta Nappa Interior,"P 2,350,000 (AT)"
Mazda,MX-5 Club Edition,Mazda MX-5 Club Edition,"P 2,650,000 (MT)"
Mazda,MX-5 Club Edition,Mazda MX-5 Club Edition,"P 2,700,000 (AT)"
Mazda,MX-5 RF Black Leather Interior,Mazda MX-5 RF Black Leather Interior,"P 2,350,000 (MT)"
Mazda,MX-5 RF Black Leather Interior,Mazda MX-5 RF Black Leather Interior,"P 2,450,000 (AT)"
Mazda,MX-5 RF Terracotta Nappa Interior,Mazda MX-5 RF Terracotta Nappa Interior,"P 2,400,000 (MT)"
Mazda,MX-5 RF Terracotta Nappa Interior,Mazda MX-5 RF Terracotta Nappa Interior,"P 2,490,000 (AT)"
Mazda,MX-5 RF Club Edition,Mazda MX-5 RF Club Edition,"P 2,780,000 (MT)"
Mazda,MX-5 RF Club Edition,Mazda MX-5 RF Club Edition,"P 2,850,000 (AT)"
Mercedes-Benz,A 180 AMG Sedan,Mercedes-Benz A 180 AMG Sedan,"P 3,090,000 (AT)"
Mercedes-Benz,A 180 AMG Hatchback,Mercedes-Benz A 180 AMG Hatchback,"P 3,190,000 (AT)"
Mercedes-Benz,A 35 4Matic AMG Sedan,Mercedes-Benz A 35 4Matic AMG Sedan,"P 5,350,000 (AT)"
Mercedes-Benz,A 35 4Matic AMG Hatchback,Mercedes-Benz A 35 4Matic AMG Hatchback,"P 5,450,000 (AT)"
Mercedes-Benz,CLA 180 Progressive,Mercedes-Benz CLA 180 Progressive,"P 3,550,000 (AT)"
Mercedes-Benz,CLA 35 4Matic AMG,Mercedes-Benz CLA 35 4Matic AMG,"P 5,690,000 (AT)"
Mercedes-Benz,C 180 Avantgarde,Mercedes-Benz C 180 Avantgarde,"P 3,890,000 (AT)"
Mercedes-Benz,E 200 AMG Line,Mercedes-Benz E 200 AMG Line,"P 5,390,000 (AT)"
Mercedes-Benz,GLA 200 Progressive,Mercedes-Benz GLA 200 Progressive,"P 3,650,000 (AT)"
Mercedes-Benz,GLA 200 AMG Line,Mercedes-Benz GLA 200 AMG Line,"P 3,750,000 (AT)"
Mercedes-Benz,GLB 200 Progressive,Mercedes-Benz GLB 200 Progressive,"P 3,990,000 (AT)"
Mercedes-Benz,GLB 200 AMG Line,Mercedes-Benz GLB 200 AMG Line,"P 4,190,000 (AT)"
Mercedes-Benz,GLB 35 4Matic AMG,Mercedes-Benz GLB 35 4Matic AMG,"P 5,690,000 (AT)"
Mercedes-Benz,GLC 200,Mercedes-Benz GLC 200,"P 4,390,000 (AT)"
Mercedes-Benz,GLE 300d 4Matic,Mercedes-Benz GLE 300d 4Matic,"P 5,719,000 (AT)"
Mercedes-Benz,GLS 350d,Mercedes-Benz GLS 350d,By Order
Mercedes-Benz,S 450 LWB,Mercedes-Benz S 450 LWB,By Order
Mercedes-Benz,V 220d CDI Avantgarde LWB 7-Seater,Mercedes-Benz V 220d CDI Avantgarde LWB 7-Seater,"P 5,290,000 (AT)"
MG,MG 5 1.5 Core,MG MG 5 1.5 Core,"P 698,888 (MT)"
MG,MG 5 1.5 Core Plus,MG MG 5 1.5 Core Plus,"P 738,888 (AT)"
MG,MG 5 1.5 Style,MG MG 5 1.5 Style,"P 878,888 (AT)"
MG,MG 5 1.5 Alpha,MG MG 5 1.5 Alpha,"P 938,888 (AT)"
MG,MG 6 1.5T Alpha,MG MG 6 1.5T Alpha,"P 1,068,888 (AT)"
MG,MG 6 1.5T Trophy,MG MG 6 1.5T Trophy,"P 1,188,888 (AT)"
MG,MG GT 1.5 Alpha,MG MG GT 1.5 Alpha,"P 1,015,888 (AT)"
MG,MG GT 1.5T Sport,MG MG GT 1.5T Sport,"P 1,193,888 (AT)"
MG,HS 1.5T Alpha,MG HS 1.5T Alpha,"P 1,258,888 (AT)"
MG,HS 1.5T Trophy,MG HS 1.5T Trophy,"P 1,308,888 (AT)"
MG,RX5 1.5T Core,MG RX5 1.5T Core,"P 1,058,888 (MT)"
MG,RX5 1.5T Style,MG RX5 1.5T Style,"P 1,228,888 (AT)"
MG,RX5 1.5T Alpha,MG RX5 1.5T Alpha,"P 1,298,888 (AT)"
MG,ZS 1.5 Style,MG ZS 1.5 Style,"P 848,888 (MT)"
MG,ZS 1.5 Style,MG ZS 1.5 Style,"P 898,888 (AT)"
MG,ZS 1.5 Style Plus,MG ZS 1.5 Style Plus,"P 928,888 (AT)"
MG,ZS 1.5 Style Plus Night Edition,MG ZS 1.5 Style Plus Night Edition,"P 1,018,888 (AT)"
MG,ZS 1.5 Alpha,MG ZS 1.5 Alpha,"P 1,048,888 (AT)"
MG,ZS T,MG ZS T,"P 1,198,888 (AT)"
Mini,Cooper 3DR,Mini Cooper 3DR,"P 2,650,000 (AT)"
Mini,Cooper 5DR,Mini Cooper 5DR,"P 2,750,000 (AT)"
Mini,Cooper S 3DR,Mini Cooper S 3DR,"P 3,150,000 (AT)"
Mini,Cooper S 3DR Resolute,Mini Cooper S 3DR Resolute,"P 3,300,000 (AT)"
Mini,Cooper S 5DR,Mini Cooper S 5DR,"P 3,250,000 (AT)"
Mini,Cooper S Convertible,Mini Cooper S Convertible,"P 3,500,000 (AT)"
Mini,Cooper JCW,Mini Cooper JCW,"P 3,980,000 (AT)"
Mini,Cooper JCW Convertible,Mini Cooper JCW Convertible,"P 4,400,000 (AT)"
Mini,Cooper Clubman S,Mini Cooper Clubman S,"P 3,600,000 (AT)"
